B K E TRADING LTD;11203799;;;20-22 WENLOCK ROAD;;LONDON;;ENGLAND;N1 7GU;Private Limited Company;Active;United Kingdom;;13/02/2018;28;2;13/11/2019;;NO ACCOUNTS FILED;13/03/2019;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;96090 - Other service activities n.e.c.;;;0;0;http://business.data.gov.uk/id/company/11203799;;;;;;;;;;;;;;;;;;;;;26/02/2019;
B M & I LIMITED;2669384;;;112 HIGH STREET;COLESHILL;WARWICKSHIRE;;;B46 3BL;Private Limited Company;Active;United Kingdom;;9/12/1991;31;1;31/10/2018;31/01/2017;GROUP;6/1/2017;9/12/2015;2;2;0;0;47910 - Retail sale via mail order houses or via Internet;70229 - Management consultancy activities other than financial management;;;0;0;http://business.data.gov.uk/id/company/02669384;23/10/2006;BOURBON MANAGEMENT AND INVESTMENTS LTD;6/7/2000;BOURBON HOMES LIMITED;;;;;;;;;;;;;;;;;23/12/2018;9/12/2017
B M TRADERS LTD;11264840;;;44 FRESHWATER COURT;LADY MARGARET ROAD;SOUTHALL;;UNITED KINGDOM;UB1 2NY;Private Limited Company;Active;United Kingdom;;20/03/2018;31;3;20/12/2019;;NO ACCOUNTS FILED;17/04/2019;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/11264840;;;;;;;;;;;;;;;;;;;;;2/4/2019;
B MCNALLY LTD;10899569;;;3 DANE COMMON;KEDINGTON;HAVERHILL;;ENGLAND;CB9 7NU;Private Limited Company;Active;United Kingdom;;4/8/2017;31;8;4/5/2019;;NO ACCOUNTS FILED;1/9/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/10899569;;;;;;;;;;;;;;;;;;;;;17/08/2018;
B R TRIMMINGS LIMITED;8524351;;;13-15 RICHMOND GROVE;;LONGSIGHT;MANCHESTER;;M13 0LN;Private Limited Company;Active;United Kingdom;;10/5/2013;31;3;31/12/2018;31/03/2017;;7/6/2017;10/5/2016;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/08524351;;;;;;;;;;;;;;;;;;;;;24/05/2019;10/5/2018
B SALES LTD;9943095;;;18 PILKINGTON BUILDINGS;ROMAN ROAD;MIDDLESBROUGH;;ENGLAND;TS5 6DY;Private Limited Company;Active;United Kingdom;;8/1/2016;31;1;31/10/2018;31/01/2017;;5/2/2017;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/09943095;;;;;;;;;;;;;;;;;;;;;27/11/2018;13/11/2017
B W TRADING LTD;9787779;;;427-431 LONDON ROAD;;SHEFFIELD;S YORKS;ENGLAND;S2 4HJ;Private Limited Company;Active;United Kingdom;;21/09/2015;30;9;30/06/2019;30/09/2017;;19/10/2016;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/09787779;23/06/2016;GARMENT VINYL ONLINE LTD;;;;;;;;;;;;;;;;;;;4/10/2018;20/09/2017
B XCLUSIVE LTD;10742583;;;13 DOLPHIN STREET;ARDWICK;MANCHESTER;;UNITED KINGDOM;M12 6BG;Private Limited Company;Active;United Kingdom;;26/04/2017;30;4;26/01/2019;;NO ACCOUNTS FILED;24/05/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/10742583;;;;;;;;;;;;;;;;;;;;;9/5/2019;25/04/2018
B&D CONSULTANCY SERVICES LIMITED;11078259;;;17 GREEN LANES;NEWINGTON GREEN;LONDON;;ENGLAND;N16 9BS;Private Limited Company;Active;United Kingdom;;23/11/2017;30;11;23/08/2019;;NO ACCOUNTS FILED;21/12/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;69202 - Bookkeeping activities;70229 - Management consultancy activities other than financial management;96090 - Other service activities n.e.c.;0;0;http://business.data.gov.uk/id/company/11078259;;;;;;;;;;;;;;;;;;;;;6/12/2018;
B&E COMMERCE LTD;11305801;;;35 MONTAGUE ROAD;;LONDON;;UNITED KINGDOM;N15 4BD;Private Limited Company;Active;United Kingdom;;12/4/2018;30;4;12/1/2020;;NO ACCOUNTS FILED;10/5/2019;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/11305801;;;;;;;;;;;;;;;;;;;;;25/04/2019;
B&G HEALTH AND WELLNESS LTD;10966511;;;UNIT 706;105 LONDON STREET;READING;;ENGLAND;RG1 4QD;Private Limited Company;Active;United Kingdom;;15/09/2017;30;9;15/06/2019;;NO ACCOUNTS FILED;13/10/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;47990 - Other retail sale not in stores, stalls or markets;82990 - Other business support service activities n.e.c.;93199 - Other sports activities;0;0;http://business.data.gov.uk/id/company/10966511;;;;;;;;;;;;;;;;;;;;;28/09/2018;
B&I BABY CLOTHES INTERNATIONAL LTD;9906100;;;FLAT 1 HARGRAVES HOUSE;WHITE CITY ESTATE;LONDON;;ENGLAND;W12 7NE;Private Limited Company;Active;United Kingdom;;8/12/2015;31;12;30/09/2018;31/12/2016;DORMANT;5/1/2017;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/09906100;;;;;;;;;;;;;;;;;;;;;21/12/2018;7/12/2017
B&K WAREHOUSE LTD.;8280666;;;31 BARNLEA CLOSE;;FELTHAM;;;TW13 5LQ;Private Limited Company;Active;United Kingdom;;5/11/2012;30;11;31/08/2019;30/11/2017;TOTAL EXEMPTION FULL;3/12/2016;5/11/2015;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/08280666;;;;;;;;;;;;;;;;;;;;;19/11/2018;5/11/2017
B&L DESIGNS LTD;11459526;;;61 FALCONERS GREEN;WESTBROOK;WARRINGTON;CHESHIRE;UNITED KINGDOM;WA5 7XF;Private Limited Company;Active;United Kingdom;;11/7/2018;31;7;11/4/2020;;NO ACCOUNTS FILED;8/8/2019;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/11459526;;;;;;;;;;;;;;;;;;;;;24/07/2019;
B&M FARM HYDROPONICS LIMITED;8778749;;;2 HOLLIN HALL LANE;SCAPEGOAT HILL;HUDDERSFIELD;WEST YORKSHIRE;;HD7 4PF;Private Limited Company;Active;United Kingdom;;18/11/2013;30;11;31/08/2019;30/11/2017;;16/12/2016;18/11/2015;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/08778749;;;;;;;;;;;;;;;;;;;;;2/12/2018;18/11/2017
B&R WORKWEAR LTD;10823750;;;TOWER COURT;OAKDALE ROAD;YORK;;UNITED KINGDOM;YO30 4XL;Private Limited Company;Active - Proposal to Strike off;United Kingdom;;16/06/2017;30;6;16/03/2019;;NO ACCOUNTS FILED;14/07/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/10823750;;;;;;;;;;;;;;;;;;;;;29/06/2018;
B&RDEALS LIMITED;9766723;PETER BREHENY;;16 PAIGNTON CLOSE;;WIGAN;;ENGLAND;WN5 7JF;Private Limited Company;Active;United Kingdom;;8/9/2015;30;9;30/06/2019;30/09/2017;TOTAL EXEMPTION FULL;6/10/2016;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/09766723;;;;;;;;;;;;;;;;;;;;;21/09/2018;7/9/2017
B&S GOODS LIMITED;10331067;;;14 OWEN HOUSE;TRENCHARD CLOSE;WATERLOOVILLE;HAMPSHIRE;UNITED KINGDOM;PO7 5FP;Private Limited Company;Active;United Kingdom;;16/08/2016;31;12;30/09/2019;31/12/2017;;13/09/2017;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/10331067;;;;;;;;;;;;;;;;;;;;;29/08/2019;15/08/2018
B&S TRADING LONDON LTD;11350722;;;4 BLACKSTONE HOUSE;KINGSWOOD ESTATE;LONDON;LONDON;UNITED KINGDOM;SE21 8NY;Private Limited Company;Active;United Kingdom;;9/5/2018;31;5;9/2/2020;;NO ACCOUNTS FILED;6/6/2019;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/11350722;;;;;;;;;;;;;;;;;;;;;22/05/2019;
B&V CORP LTD;11067995;;;47 CHURCHFIELD ROAD;;LONDON;;ENGLAND;W3 6AY;Private Limited Company;Active;United Kingdom;;16/11/2017;30;11;16/08/2019;;NO ACCOUNTS FILED;14/12/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/11067995;;;;;;;;;;;;;;;;;;;;;29/11/2018;
B&W LONDON LIMITED;10132185;;;16-18 FOREST GATE;;LONDON;;ENGLAND;E7 0HA;Private Limited Company;Active;United Kingdom;;19/04/2016;30;4;31/01/2019;30/04/2017;TOTAL EXEMPTION FULL;17/05/2017;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/10132185;;;;;;;;;;;;;;;;;;;;;2/5/2019;18/04/2018
B&Y DESIGNS LTD;10788866;;;24 RIDGE HILL;;LONDON;;UNITED KINGDOM;NW11 8PS;Private Limited Company;Active;United Kingdom;;25/05/2017;31;5;29/02/2020;31/05/2018;DORMANT;22/06/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/10788866;;;;;;;;;;;;;;;;;;;;;20/10/2018;6/10/2017
B-BOLD (EU) LIMITED;NI609689;;;34 DERRYNOID ROAD;;DRAPERSTOWN;CO DERRY;;BT45 7DH;Private Limited Company;Active;United Kingdom;;27/10/2011;31;3;31/12/2018;31/03/2017;TOTAL EXEMPTION FULL;24/11/2016;27/10/2015;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/NI609689;;;;;;;;;;;;;;;;;;;;;10/11/2018;27/10/2017
B-EMP LTD;11007636;;;111 VAUGHAN ROAD;;HARROW;LONDON;;HA1 4EF;Private Limited Company;Active;United Kingdom;;11/10/2017;31;10;11/7/2019;;NO ACCOUNTS FILED;8/11/2018;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;47990 - Other retail sale not in stores, stalls or markets;;;0;0;http://business.data.gov.uk/id/company/11007636;;;;;;;;;;;;;;;;;;;;;24/10/2018;
B-FASHION LIMITED;8900727;;;6 FOREST ROAD;;LOUGHBOROUGH;LEICESTERSHIRE;;LE11 3NP;Private Limited Company;Active;United Kingdom;;18/02/2014;28;2;30/11/2018;28/02/2017;TOTAL EXEMPTION FULL;18/03/2017;18/02/2016;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/08900727;;;;;;;;;;;;;;;;;;;;;4/3/2019;18/02/2018
B-HEALTHY GLOBAL FOOD TRADING LTD;11479699;;;71-75 SHELTON STREET;;LONDON;GREATER LONDON;UNITED KINGDOM;WC2H 9JQ;Private Limited Company;Active;United Kingdom;;24/07/2018;31;7;24/04/2020;;NO ACCOUNTS FILED;21/08/2019;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;56290 - Other food services;;;0;0;http://business.data.gov.uk/id/company/11479699;;;;;;;;;;;;;;;;;;;;;6/8/2019;
B-SEEN LIMITED;3785237;;;WILLOWBROOK;PETWORTH ROAD;WITLEY;SURREY;;GU7 5LU;Private Limited Company;Active;United Kingdom;;9/6/1999;30;6;31/03/2019;30/06/2017;;7/7/2017;9/6/2016;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/03785237;;;;;;;;;;;;;;;;;;;;;23/06/2019;9/6/2018
B-TECH TRADING LTD;9778949;;;23 TOLL HOUSE ROAD;REDNAL;BIRMINGHAM;WEST MIDLANDS;;B45 8TT;Private Limited Company;Active - Proposal to Strike off;United Kingdom;;15/09/2015;30;9;30/06/2019;30/09/2017;;23/11/2016;26/10/2015;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/09778949;;;;;;;;;;;;;;;;;;;;;9/11/2018;26/10/2017
B-UNIQUE FRAGRANCES LTD;8331182;;;16 GAYSLEY HOUSE;HOTSPUR STREET;KENNINGTON;LONDON;;SE11 6TS;Private Limited Company;Active;United Kingdom;;14/12/2012;31;12;30/09/2019;31/12/2017;DORMANT;11/1/2017;14/12/2015;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/08331182;;;;;;;;;;;;;;;;;;;;;11/1/2019;28/12/2017
B-VIVID LIMITED;11475012;;;3 KESWICK GARDENS;;PURFLEET;;UNITED KINGDOM;RM19 1PJ;Private Limited Company;Active;United Kingdom;;20/07/2018;31;7;20/04/2020;;NO ACCOUNTS FILED;17/08/2019;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/11475012;;;;;;;;;;;;;;;;;;;;;2/8/2019;
B.A.M DIRECT LTD;10223274;;;6 CHAUCER AVENUE;;HAYES;;UNITED KINGDOM;UB4 0AP;Private Limited Company;Active;United Kingdom;;9/6/2016;30;6;31/03/2019;30/06/2017;;7/7/2017;;0;0;0;0;47910 - Retail sale via mail order houses or via Internet;;;;0;0;http://business.data.gov.uk/id/company/10223274;;;;;;;;;;;;;;;;;;;;;22/06/2019;8/6/2018
B & A DERBY LTD;10989143;;;13 MARY STREET;;SUNDERLAND;;ENGLAND;SR1 3NH;Private Limited Company;Active;United Kingdom;;29/09/2017;31;8;31/05/2019;;NO ACCOUNTS FILED;27/10/2018;;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/10989143;;;;;;;;;;;;;;;;;;;;;12/10/2018;
B & B PRIVATE HIRE LTD;4836844;;;4 FRANCE STREET;BLACKBURN;;;;BB2 1LX;Private Limited Company;Active;United Kingdom;;18/07/2003;31;8;31/05/2019;31/08/2017;TOTAL EXEMPTION FULL;15/08/2016;18/07/2015;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/04836844;;;;;;;;;;;;;;;;;;;;;1/8/2019;18/07/2018
B & G CONTRACTS LIMITED;SC254571;;;3 CLAIRMONT GARDENS;GLASGOW;;;;G3 7LW;Private Limited Company;Active;United Kingdom;;21/08/2003;31;3;31/12/2018;31/03/2017;UNAUDITED ABRIDGED;18/09/2016;21/08/2015;1;0;0;1;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/SC254571;;;;;;;;;;;;;;;;;;;;;4/9/2019;21/08/2018
B & G TRANSPORTATION LIMITED;9536206;;;34 CHARLTON ROAD;;HARROW;MIDDLESEX;ENGLAND;HA3 9HN;Private Limited Company;Active;United Kingdom;;10/4/2015;30;4;31/01/2019;30/04/2017;TOTAL EXEMPTION FULL;8/5/2017;10/4/2016;0;0;0;0;49320 - Taxi operation;52290 - Other transportation support activities;;;0;0;http://business.data.gov.uk/id/company/09536206;;;;;;;;;;;;;;;;;;;;;24/04/2019;10/4/2018
B & KAS LTD;9580868;;;29 NEW BROADWAY;;HILLINGDON;MIDDX;ENGLAND;UB10 0LL;Private Limited Company;Active;United Kingdom;;8/5/2015;31;5;28/02/2019;31/05/2017;;5/6/2017;8/5/2016;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/09580868;;;;;;;;;;;;;;;;;;;;;22/05/2019;8/5/2018
B & M TAXIS LIMITED;10198167;;;36 STRYD FAWR;;PWLLHELI;GWYNEDD;UNITED KINGDOM;LL53 5RT;Private Limited Company;Active;United Kingdom;;25/05/2016;31;3;31/12/2019;31/03/2018;;22/06/2017;;2;2;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/10198167;;;;;;;;;;;;;;;;;;;;;7/6/2019;24/05/2018
B & M TRANSPORT LIMITED;7911111;;;7 BAR LANE;WADDINGTON;LINCOLN;LINCOLNSHIRE UK;;LN5 9SA;Private Limited Company;Active;United Kingdom;;16/01/2012;31;1;31/10/2019;31/01/2018;;13/02/2017;16/01/2016;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/07911111;;;;;;;;;;;;;;;;;;;;;30/01/2019;16/01/2018
B & S TAXIS LIMITED;9100166;;;UNIT 6 BUDE BUSINESS CENTRE;KINGS HILL INDUSTRIAL ESTATE;BUDE;CORNWALL;ENGLAND;EX23 8QN;Private Limited Company;Active;United Kingdom;;24/06/2014;30;6;31/03/2019;30/06/2017;TOTAL EXEMPTION FULL;22/07/2017;24/06/2016;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/09100166;;;;;;;;;;;;;;;;;;;;;8/7/2019;24/06/2018
B 'N' G COACHES LIMITED;7318403;ABS ACCOUNTANCY LTD;;10 FAIRFIELD ROAD;;BUXTON;DERBYSHIRE;;SK17 7DW;Private Limited Company;Active;United Kingdom;;19/07/2010;31;7;30/04/2019;31/07/2017;;16/08/2016;19/07/2015;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/07318403;;;;;;;;;;;;;;;;;;;;;2/8/2019;19/07/2018
B A I EXECUTIVE CHAUFFEURING LTD;10859239;;;59 CUNNINGHAM PARK;;HARROW;;UNITED KINGDOM;HA1 4QH;Private Limited Company;Active;United Kingdom;;11/7/2017;31;7;11/4/2019;;NO ACCOUNTS FILED;8/8/2018;;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/10859239;;;;;;;;;;;;;;;;;;;;;24/07/2018;
B BODUROV LIMITED;9871031;;;30 ONRA ROAD;;LONDON;;UNITED KINGDOM;E17 8JD;Private Limited Company;Active;United Kingdom;;13/11/2015;31;3;31/12/2018;31/03/2017;;11/12/2016;;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/09871031;;;;;;;;;;;;;;;;;;;;;26/11/2018;12/11/2017
B C LOCATION SERVICES LIMITED;3356398;;;UNIT 42 THE COACH HOUSE ST MARY'S BUSINESS CENTRE;66-70 BOURNE ROAD;BEXLEY;KENT;;DA5 1LU;Private Limited Company;Active;United Kingdom;;21/04/1997;30;4;31/01/2019;30/04/2017;TOTAL EXEMPTION FULL;19/05/2017;21/04/2016;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/03356398;2/10/2001;K D BUILDERS LIMITED;;;;;;;;;;;;;;;;;;;5/5/2019;21/04/2018
B D TAXIS LIMITED;4809191;;;24 DOWNSVIEW;CHATHAM;KENT;;;ME5 0AP;Private Limited Company;Active;United Kingdom;;24/06/2003;30;6;31/03/2019;30/06/2017;TOTAL EXEMPTION FULL;22/07/2017;24/06/2016;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/04809191;;;;;;;;;;;;;;;;;;;;;8/7/2019;24/06/2018
B DART LTD;7308164;;;8 AXIS COURT MALLARD WAY;RIVERSIDE BUSINESS PARK;SWANSEA;;WALES;SA7 0AJ;Private Limited Company;Active;United Kingdom;;8/7/2010;28;7;28/04/2019;31/07/2017;DORMANT;5/8/2016;8/7/2015;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/07308164;4/12/2013;CAEREITHIN CABS LIMITED;;;;;;;;;;;;;;;;;;;22/07/2019;8/7/2018
B EXECUTIVE CARS LIMITED;9776483;;;7 ELM CROFT;;OLDBURY;;ENGLAND;B68 0BG;Private Limited Company;Active;United Kingdom;;14/09/2015;30;9;30/06/2019;30/09/2017;;12/10/2016;;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/09776483;;;;;;;;;;;;;;;;;;;;;4/10/2018;20/09/2017
B FOR BARCELONA LIMITED;10676217;;;311 BECONTREE AVENUE;;DAGENHAM;;UNITED KINGDOM;RM8 2UU;Private Limited Company;Active;United Kingdom;;17/03/2017;31;3;17/12/2018;;NO ACCOUNTS FILED;14/04/2018;;0;0;0;0;49320 - Taxi operation;56290 - Other food services;96090 - Other service activities n.e.c.;;0;0;http://business.data.gov.uk/id/company/10676217;;;;;;;;;;;;;;;;;;;;;30/03/2019;16/03/2018
B K P LIMOUSINES LIMITED;6807261;;;C/O JOHN PHILLIPS & CO LTD;81 CENTAUR COURT CLAYDON BUSINESS PARK;IPSWICH;SUFFOLK;;IP6 0NL;Private Limited Company;Active;United Kingdom;;2/2/2009;28;2;30/11/2018;28/02/2017;TOTAL EXEMPTION FULL;2/3/2017;2/2/2016;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/06807261;;;;;;;;;;;;;;;;;;;;;16/02/2019;2/2/2018
B LINE TAXIS LTD;3615788;;;1B QUEENS HOUSE;QUEENS STREET;BARNSTAPLE;DEVON;;EX32 7HJ;Private Limited Company;Active;United Kingdom;;14/08/1998;30;9;30/06/2019;30/09/2017;;2/3/2017;2/2/2016;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/03615788;;;;;;;;;;;;;;;;;;;;;16/02/2019;2/2/2018
B R TAXIS (EVESHAM) LTD;8777613;;;14 LUNNS GARDENS;;EVESHAM;WORCESTERSHIRE;;WR11 2RR;Private Limited Company;Active;United Kingdom;;15/11/2013;30;11;31/08/2018;30/11/2016;TOTAL EXEMPTION SMALL;13/12/2016;15/11/2015;1;1;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/08777613;;;;;;;;;;;;;;;;;;;;;29/11/2018;15/11/2017
B TRAVELS LTD;11003718;;;418 GOSPEL LANE;OLTON;BIRMINGHAM;WEST MIDLANDS;ENGLAND;B27 7AW;Private Limited Company;Active;United Kingdom;;9/10/2017;31;10;9/7/2019;;NO ACCOUNTS FILED;6/11/2018;;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/11003718;;;;;;;;;;;;;;;;;;;;;22/10/2018;
B W TAXIS LIMITED;5470953;;;18 BOWDENS BUSINESS PARK;;HAMBRIDGE;SOMERSET;UNITED KINGDOM;TA10 0BP;Private Limited Company;Active;United Kingdom;;3/6/2005;31;8;31/05/2019;31/08/2017;TOTAL EXEMPTION FULL;1/7/2017;3/6/2016;2;2;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/05470953;;;;;;;;;;;;;;;;;;;;;17/06/2019;3/6/2018
B&C (DUNDEE) LIMITED;SC588604;;;1 FINTRY PLACE;BROUGHTY FERRY;DUNDEE;;UNITED KINGDOM;DD5 3BE;Private Limited Company;Active;United Kingdom;;13/02/2018;28;2;13/11/2019;;NO ACCOUNTS FILED;13/03/2019;;0;0;0;0;49320 - Taxi operation;;;;0;0;http://business.data.gov.uk/id/company/SC588604;;;;;;;;;;;;;;;;;;;;;26/02/2019;
